Fruit,fruit size (mm),Left Sensor Disp 2mm 1 (N),Left Sensor Disp 2mm 2 (N),Left Sensor Disp 2mm 3 (N),Left Sensor Disp 2mm 4 (N),Left Sensor Disp 2mm 5 (N),Left Sensor Disp 2mm 6 (N),Left Sensor Disp 2mm 7 (N),Left Sensor Disp 2mm 8 (N),Left Sensor Disp 2mm 9 (N),Left Sensor Disp 2mm 10 (N),Left Sensor Disp 2mm 11 (N),Left Sensor Disp 2mm 12 (N),Left Sensor Disp 2mm 13 (N),Left Sensor Disp 2mm 14 (N),Left Sensor Disp 2mm 15 (N),Right Sensor Disp 2mm 1 (N),Right Sensor Disp 2mm 2 (N),Right Sensor Disp 2mm 3 (N),Right Sensor Disp 2mm 4 (N),Right Sensor Disp 2mm 5 (N),Right Sensor Disp 2mm 6 (N),Right Sensor Disp 2mm 7 (N),Right Sensor Disp 2mm 8 (N),Right Sensor Disp 2mm 9 (N),Right Sensor Disp 2mm 10 (N),Right Sensor Disp 2mm 11 (N),Right Sensor Disp 2mm 12 (N),Right Sensor Disp 2mm 13 (N),Right Sensor Disp 2mm 14 (N),Right Sensor Disp 2mm 15 (N),Left Sensor Disp 4mm 1 (N),Left Sensor Disp 4mm 2 (N),Left Sensor Disp 4mm 3 (N),Left Sensor Disp 4mm 4 (N),Left Sensor Disp 4mm 5 (N),Left Sensor Disp 4mm 6 (N),Left Sensor Disp 4mm 7 (N),Left Sensor Disp 4mm 8 (N),Left Sensor Disp 4mm 9 (N),Left Sensor Disp 4mm 10 (N),Left Sensor Disp 4mm 11 (N),Left Sensor Disp 4mm 12 (N),Left Sensor Disp 4mm 13 (N),Left Sensor Disp 4mm 14 (N),Left Sensor Disp 4mm 15 (N),Right Sensor Disp 4mm 1 (N),Right Sensor Disp 4mm 2 (N),Right Sensor Disp 4mm 3 (N),Right Sensor Disp 4mm 4 (N),Right Sensor Disp 4mm 5 (N),Right Sensor Disp 4mm 6 (N),Right Sensor Disp 4mm 7 (N),Right Sensor Disp 4mm 8 (N),Right Sensor Disp 4mm 9 (N),Right Sensor Disp 4mm 10 (N),Right Sensor Disp 4mm 11 (N),Right Sensor Disp 4mm 12 (N),Right Sensor Disp 4mm 13 (N),Right Sensor Disp 4mm 14 (N),Right Sensor Disp 4mm 15 (N),Left Sensor Disp 6mm 1 (N),Left Sensor Disp 6mm 2 (N),Left Sensor Disp 6mm 3 (N),Left Sensor Disp 6mm 4 (N),Left Sensor Disp 6mm 5 (N),Left Sensor Disp 6mm 6 (N),Left Sensor Disp 6mm 7 (N),Left Sensor Disp 6mm 8 (N),Left Sensor Disp 6mm 9 (N),Left Sensor Disp 6mm 10 (N),Left Sensor Disp 6mm 11 (N),Left Sensor Disp 6mm 12 (N),Left Sensor Disp 6mm 13 (N),Left Sensor Disp 6mm 14 (N),Left Sensor Disp 6mm 15 (N),Right Sensor Disp 6mm 1 (N),Right Sensor Disp 6mm 2 (N),Right Sensor Disp 6mm 3 (N),Right Sensor Disp 6mm 4 (N),Right Sensor Disp 6mm 5 (N),Right Sensor Disp 6mm 6 (N),Right Sensor Disp 6mm 7 (N),Right Sensor Disp 6mm 8 (N),Right Sensor Disp 6mm 9 (N),Right Sensor Disp 6mm 10 (N),Right Sensor Disp 6mm 11 (N),Right Sensor Disp 6mm 12 (N),Right Sensor Disp 6mm 13 (N),Right Sensor Disp 6mm 14 (N),Right Sensor Disp 6mm 15 (N),Left Sensor Disp 8mm 1 (N),Left Sensor Disp 8mm 2 (N),Left Sensor Disp 8mm 3 (N),Left Sensor Disp 8mm 4 (N),Left Sensor Disp 8mm 5 (N),Left Sensor Disp 8mm 6 (N),Left Sensor Disp 8mm 7 (N),Left Sensor Disp 8mm 8 (N),Left Sensor Disp 8mm 9 (N),Left Sensor Disp 8mm 10 (N),Left Sensor Disp 8mm 11 (N),Left Sensor Disp 8mm 12 (N),Left Sensor Disp 8mm 13 (N),Left Sensor Disp 8mm 14 (N),Left Sensor Disp 8mm 15 (N),Right Sensor Disp 8mm 1 (N),Right Sensor Disp 8mm 2 (N),Right Sensor Disp 8mm 3 (N),Right Sensor Disp 8mm 4 (N),Right Sensor Disp 8mm 5 (N),Right Sensor Disp 8mm 6 (N),Right Sensor Disp 8mm 7 (N),Right Sensor Disp 8mm 8 (N),Right Sensor Disp 8mm 9 (N),Right Sensor Disp 8mm 10 (N),Right Sensor Disp 8mm 11 (N),Right Sensor Disp 8mm 12 (N),Right Sensor Disp 8mm 13 (N),Right Sensor Disp 8mm 14 (N),Right Sensor Disp 8mm 15 (N)
0,68.79362271,1.248125,1.223125,1.250625,1.23375,1.3525,1.224375,2.525625,3.8575,2.41875,2.65625,5.191875,3.13875,1.255625,1.801875,1.09375,1.371875,1.043125,1.41,1.138125,2.270625,1.6975,2.006875,5.368125,3.9,1.3275,1.7725,1.605,1.304375,1.499375,1.2425,1.248125,1.2225,1.258125,1.2425,1.3475,1.218125,2.521875,3.85875,2.420625,2.653125,5.195,3.14875,1.259375,1.806875,1.09375,1.38,1.030625,1.4025,1.128125,2.281875,1.696875,2.011875,5.38375,3.903125,1.33,1.7825,1.6025,1.31625,1.49875,1.249375,1.250625,1.228125,1.26375,1.243125,1.3625,1.236875,2.925,4.24625,2.72125,3.04,5.39,3.35375,1.259375,2.008125,1.1025,1.381875,1.0625,1.425625,1.245625,2.57375,1.995,2.234375,5.67,4.36125,1.319375,1.971875,1.938125,1.299375,1.49375,1.248125,1.2625,1.23125,1.261875,1.255,1.401875,1.236875,3.32875,4.58125,3.085625,3.4775,5.49875,3.59625,1.29,2.4025,1.151875,1.376875,1.086875,1.45375,1.458125,2.915625,2.371875,2.574375,5.8775,4.6625,1.343125,2.26875,2.404375,1.304375,1.491875,1.24
0,70.47831775,1.27375,1.215,1.265,1.250625,1.319375,1.218125,2.375,2.73875,1.33,3.86375,4.996875,1.99125,1.2475,1.645625,1.083125,1.3475,0.996875,1.356875,0.960625,1.443125,1.013125,2.095625,5.183125,2.8675,1.516875,3.77625,2.130625,1.30625,1.49375,1.25,1.2775,1.218125,1.27,1.259375,1.3125,1.21875,2.375625,2.74125,1.330625,3.864375,5.0025,1.993125,1.2475,1.64625,1.076875,1.3625,0.99875,1.36375,0.946875,1.45,1.015625,2.1,5.195,2.8725,1.51,3.789375,2.13875,1.31625,1.49875,1.240625,1.271875,1.220625,1.265,1.25875,1.32,1.23375,2.556875,2.95375,1.414375,4.173125,5.189375,2.325625,1.249375,1.671875,1.083125,1.348125,1.014375,1.36875,0.96625,1.50625,1.046875,2.29875,5.480625,3.35125,1.621875,4.231875,2.345625,1.29875,1.494375,1.246875,1.274375,1.230625,1.265625,1.27125,1.33375,1.23375,2.929375,3.326875,1.5775,4.505625,5.383125,2.731875,1.26375,1.69,1.07125,1.36,1.02875,1.385,0.970625,1.61875,1.1,2.621875,5.75625,3.8875,1.905,4.834375,2.733125,1.30375,1.499375,1.23375
0,67.86886692,1.28,1.218125,1.270625,1.259375,1.3075,1.223125,3.744375,2.49125,1.233125,4.310625,4.035625,1.2325,1.2475,1.645625,1.075,1.355625,1.08125,1.44,0.945625,1.539375,1.995,1.299375,3.81875,4.97625,1.315625,2.074375,2.74375,1.316875,1.490625,1.248125,1.276875,1.216875,1.266875,1.26375,1.308125,1.22375,3.74375,2.490625,1.233125,4.310625,4.035625,1.233125,1.2475,1.645,1.08375,1.34625,1.076875,1.4425,0.94,1.54875,2.008125,1.299375,3.835625,4.971875,1.326875,2.0775,2.74875,1.314375,1.501875,1.2475,1.286875,1.221875,1.265,1.2675,1.30625,1.233125,3.758125,2.506875,1.234375,4.335,4.064375,1.234375,1.248125,1.64625,1.084375,1.368125,1.080625,1.445,0.95,1.56125,2.020625,1.303125,3.8775,4.988125,1.32125,2.10375,2.7775,1.315625,1.49875,1.241875,1.285,1.21875,1.255625,1.271875,1.315625,1.230625,4.105,2.929375,1.23125,4.630625,4.59875,1.2425,1.266875,1.65375,1.075625,1.3625,1.105,1.466875,0.96125,1.7275,2.495625,1.3325,4.63625,5.146875,1.321875,2.664375,3.278125,1.30625,1.495,1.253125
0,67.42155105,1.275,1.221875,1.258125,1.65,1.315,1.23,4.63125,1.94,1.245,4.151875,2.32,1.23375,1.24875,1.645625,1.07625,1.34875,1.07125,1.4425,0.948125,1.8575,3.021875,1.28,3.623125,4.928125,1.315625,1.533125,1.665,1.3075,1.509375,1.255,1.288125,1.206875,1.26375,1.656875,1.3075,1.2225,4.638125,1.935,1.2375,4.151875,2.3225,1.23125,1.250625,1.644375,1.07875,1.35625,1.066875,1.43,0.94875,1.850625,3.046875,1.278125,3.628125,4.929375,1.3225,1.538125,1.661875,1.304375,1.499375,1.234375,1.29125,1.2175,1.2625,1.6625,1.30625,1.226875,4.645,1.94875,1.24625,4.16375,2.346875,1.24,1.25,1.648125,1.0775,1.355,1.0725,1.4525,0.960625,1.88125,3.059375,1.291875,3.67,4.9475,1.32125,1.54375,1.678125,1.314375,1.49875,1.239375,1.291875,1.218125,1.2625,2.060625,1.319375,1.23375,4.823125,2.305,1.241875,4.47375,2.570625,1.2375,1.25875,1.650625,1.071875,1.3625,1.10375,1.475625,0.961875,2.296875,3.4525,1.29125,4.205625,5.12375,1.32,1.72,2.151875,1.306875,1.495625,1.25375
0,71.2902859,1.26125,1.246875,1.264375,1.394375,3.6375,3.013125,1.5975,3.94125,2.696875,1.304375,1.451875,1.250625,1.2425,1.630625,1.07125,1.355625,1.429375,2.6625,0.96625,3.8475,4.97625,1.29,1.6375,1.85125,1.321875,1.4425,1.279375,1.31375,1.51125,1.240625,1.263125,1.248125,1.2725,1.38875,3.639375,3.025,1.595,3.93875,2.695,1.31125,1.459375,1.249375,1.235,1.6225,1.070625,1.355625,1.44375,2.670625,0.9625,3.848125,4.961875,1.265,1.638125,1.851875,1.326875,1.443125,1.280625,1.318125,1.499375,1.24875,1.26125,1.25375,1.271875,1.42875,3.6875,3.096875,1.65375,4.0175,2.76125,1.318125,1.45125,1.243125,1.24125,1.6225,1.063125,1.3475,1.493125,2.7625,0.955625,3.955625,5.045,1.28875,1.645,1.93375,1.32125,1.441875,1.28,1.31375,1.501875,1.238125,1.26375,1.25,1.273125,1.5675,3.90875,3.38125,1.9475,4.3125,3.0275,1.3125,1.454375,1.2475,1.24,1.6325,1.06875,1.36,1.75875,3.091875,0.963125,4.313125,5.193125,1.2775,1.816875,2.346875,1.326875,1.444375,1.280625,1.3175,1.5,1.248125
0,69.84188924,1.259375,1.22125,1.2475,1.555625,3.4525,1.398125,3.455625,5.1225,2.128125,1.78625,2.490625,1.24875,1.26375,1.679375,1.08,2.7925,1.1125,1.363125,4.605625,2.461875,1.064375,2.46625,1.596875,1.348125,1.306875,1.453125,1.290625,1.31375,1.509375,1.25375,1.2625,1.223125,1.258125,1.5525,3.4575,1.388125,3.44375,5.115,2.1275,1.788125,2.4925,1.250625,1.27375,1.684375,1.07,2.801875,1.11875,1.376875,4.614375,2.4575,1.066875,2.47125,1.603125,1.3575,1.31875,1.451875,1.283125,1.328125,1.518125,1.2575,1.274375,1.221875,1.25875,1.63375,3.676875,1.458125,3.6475,5.211875,2.3225,1.960625,2.71125,1.265,1.26625,1.676875,1.070625,2.9975,1.168125,1.3725,4.74,2.790625,1.07,2.84,1.69125,1.339375,1.3125,1.451875,1.2825,1.329375,1.521875,1.261875,1.27125,1.21875,1.261875,1.873125,4.02125,1.59625,3.92375,5.293125,2.6525,2.243125,3.10875,1.318125,1.265,1.6725,1.07125,3.33875,1.329375,1.374375,4.83375,3.46,1.071875,3.499375,2.040625,1.34625,1.311875,1.451875,1.2925,1.33125,1.523125,1.23875
0,69.9636809,1.27125,1.209375,1.26,1.46625,1.343125,1.2225,4.7425,4.243125,1.249375,2.054375,2.0025,1.259375,1.24625,1.66125,1.068125,1.360625,1.183125,2.899375,0.988125,3.848125,4.703125,1.3075,1.97375,2.48625,1.33,1.46625,1.286875,1.31625,1.518125,1.258125,1.263125,1.2075,1.259375,1.47,1.355,1.225,4.74125,4.24,1.246875,2.059375,1.99375,1.248125,1.2475,1.6625,1.069375,1.3625,1.184375,2.908125,0.981875,3.865,4.70375,1.299375,1.970625,2.475625,1.33125,1.466875,1.2825,1.32125,1.518125,1.24,1.275,1.206875,1.24875,1.5325,1.356875,1.221875,4.823125,4.459375,1.259375,2.1725,2.141875,1.25,1.250625,1.6575,1.07125,1.375625,1.23375,3.034375,0.99,4.184375,4.83125,1.306875,2.111875,2.66625,1.329375,1.46625,1.2925,1.306875,1.525625,1.2575,1.275625,1.208125,1.25,1.763125,1.45375,1.22375,4.916875,4.805625,1.3025,2.514375,2.49,1.263125,1.24875,1.663125,1.071875,1.371875,1.385,3.28625,1.015,4.684375,5.009375,1.30625,2.47125,3.034375,1.328125,1.464375,1.291875,1.306875,1.52625,1.25875
0,69.93072598,1.275625,1.20875,1.258125,1.265,1.32625,1.2275,4.099375,3.858125,1.29125,2.89125,3.644375,1.341875,1.245625,1.643125,1.0725,1.363125,1.08125,1.93625,0.9875,3.9675,4.616875,1.288125,3.12,3.8075,1.321875,1.45375,1.286875,1.323125,1.514375,1.234375,1.27375,1.221875,1.258125,1.265625,1.32,1.233125,4.099375,3.856875,1.291875,2.891875,3.638125,1.339375,1.235,1.64625,1.07625,1.36125,1.0725,1.93875,0.9975,3.965,4.613125,1.30125,3.1275,3.80125,1.321875,1.441875,1.279375,1.305625,1.509375,1.255,1.271875,1.21875,1.263125,1.2575,1.31625,1.230625,4.200625,4.01875,1.32625,3.02125,3.774375,1.37,1.238125,1.64875,1.069375,1.36,1.08625,2.019375,1.004375,4.150625,4.725,1.299375,3.313125,3.979375,1.32125,1.445,1.281875,1.311875,1.515,1.254375,1.28375,1.21875,1.255,1.28125,1.32375,1.2175,4.4475,4.406875,1.49,3.311875,4.061875,1.465,1.236875,1.64875,1.0775,1.3525,1.118125,2.206875,1.046875,4.556875,4.915625,1.31875,3.734375,4.3125,1.320625,1.44375,1.291875,1.30625,1.50875,1.25375
0,68.65095179,1.275,1.215,1.265625,3.204375,1.95625,1.230625,4.75375,3.768125,1.24125,2.808125,1.785,1.23125,1.245,1.635,1.063125,1.355625,1.21625,2.623125,0.9625,3.158125,4.919375,1.28,1.68875,2.59625,1.328125,1.45625,1.288125,1.31875,1.508125,1.255625,1.278125,1.218125,1.266875,3.20625,1.96125,1.225625,4.74875,3.776875,1.241875,2.81875,1.783125,1.24,1.249375,1.624375,1.08,1.36125,1.209375,2.62125,0.960625,3.15625,4.931875,1.28,1.689375,2.595625,1.3275,1.454375,1.2875,1.31875,1.506875,1.2525,1.284375,1.21875,1.263125,3.345,2.1575,1.23125,4.805625,4.070625,1.24,2.98625,1.906875,1.240625,1.248125,1.63,1.07125,1.3475,1.29,2.83875,0.955625,3.54125,5.04,1.2775,1.76875,2.803125,1.320625,1.445625,1.29125,1.313125,1.51125,1.255625,1.279375,1.218125,1.263125,3.555,2.518125,1.2325,4.86375,4.41625,1.235,3.32875,2.195625,1.243125,1.24875,1.634375,1.076875,1.3725,1.483125,3.198125,0.959375,4.2,5.166875,1.28875,2.079375,3.230625,1.321875,1.45375,1.2875,1.316875,1.514375,1.25875
0,67.95346537,1.290625,1.220625,1.27125,2.161875,1.3475,1.234375,4.905,2.6375,1.2425,2.53375,1.59125,1.230625,1.250625,1.634375,1.06125,1.3475,1.069375,1.466875,0.975625,2.866875,3.835,1.29,3.61125,4.53625,1.32125,1.478125,1.396875,1.29875,1.495,1.253125,1.28625,1.220625,1.271875,2.16125,1.348125,1.226875,4.905,2.63,1.24875,2.5325,1.583125,1.234375,1.2475,1.629375,1.07125,1.354375,1.055,1.465625,0.975,2.88125,3.836875,1.299375,3.615625,4.533125,1.32,1.484375,1.38875,1.31375,1.4975,1.255,1.29,1.215625,1.26875,2.19,1.3475,1.229375,4.9225,2.706875,1.245,2.574375,1.616875,1.240625,1.25,1.64,1.06875,1.36125,1.070625,1.4675,0.9775,2.94875,3.905625,1.279375,3.69375,4.578125,1.306875,1.484375,1.39625,1.30625,1.495625,1.246875,1.290625,1.215,1.264375,2.486875,1.383125,1.235,4.986875,3.28625,1.240625,2.929375,1.87125,1.23375,1.2475,1.644375,1.073125,1.36375,1.091875,1.539375,0.98125,3.515625,4.338125,1.3075,4.258125,4.8875,1.31375,1.5675,1.55125,1.30375,1.506875,1.25625
0,75.85768803,1.27125,1.240625,1.29375,1.28375,1.369375,1.25875,1.583125,3.46,2.458125,2.245,5.484375,4.12375,1.2425,2.108125,1.31875,1.368125,1.10875,1.4925,0.965625,2.738125,3.424375,1.3275,4.508125,4.730625,1.33875,1.994375,2.159375,1.299375,1.515625,1.254375,1.28,1.244375,1.281875,1.279375,1.369375,1.2525,1.58875,3.465,2.469375,2.2575,5.49,4.13125,1.25125,2.113125,1.33,1.355625,1.1025,1.495,0.96625,2.755,3.4425,1.32375,4.525,4.72875,1.328125,1.989375,2.169375,1.29625,1.511875,1.25625,1.2725,1.25,1.281875,1.283125,1.37,1.253125,1.590625,3.4725,2.471875,2.250625,5.500625,4.133125,1.24625,2.113125,1.324375,1.36375,1.12125,1.4925,0.9725,2.76125,3.441875,1.325,4.53625,4.724375,1.329375,2.008125,2.1775,1.296875,1.51,1.255625,1.264375,1.248125,1.288125,1.283125,1.369375,1.25,1.589375,3.49,2.478125,2.29125,5.49875,4.1475,1.24625,2.1275,1.33125,1.369375,1.1025,1.503125,0.97,2.775625,3.453125,1.313125,4.561875,4.729375,1.336875,2.013125,2.190625,1.3,1.5075,1.241875
0,76.5908033,1.398125,1.23,1.2825,3.94375,1.875625,1.255,4.26125,2.054375,1.271875,1.35625,1.4775,1.2575,1.264375,1.6475,1.085,1.361875,1.143125,1.7675,0.97875,4.169375,4.670625,1.298125,2.81625,4.02875,1.335625,1.47625,1.32125,1.299375,1.499375,1.231875,1.39625,1.226875,1.278125,3.945,1.8875,1.25125,4.26375,2.046875,1.271875,1.355625,1.476875,1.256875,1.255625,1.653125,1.091875,1.371875,1.13375,1.774375,0.97375,4.2025,4.676875,1.306875,2.818125,4.04125,1.33125,1.46625,1.323125,1.29875,1.5,1.249375,1.40375,1.2175,1.284375,3.939375,1.885,1.248125,4.269375,2.05,1.2725,1.35625,1.47375,1.259375,1.266875,1.651875,1.09,1.355625,1.13625,1.776875,0.98625,4.208125,4.684375,1.31,2.838125,4.0525,1.33,1.474375,1.330625,1.304375,1.510625,1.246875,1.4925,1.22875,1.28,4.19375,2.1925,1.255625,4.505,2.326875,1.274375,1.431875,1.479375,1.25875,1.265625,1.65,1.080625,1.379375,1.21375,1.8925,0.99,4.56375,4.84625,1.305625,3.099375,4.361875,1.3325,1.466875,1.363125,1.300625,1.500625,1.25
0,76.43624057,1.296875,1.215625,1.271875,2.930625,1.629375,1.24875,4.8875,3.30375,1.27375,2.445,1.526875,1.26,1.266875,1.65125,1.079375,1.36375,1.1375,2.233125,0.95625,2.311875,4.698125,1.308125,1.82,4.538125,1.336875,1.47,2.261875,1.29875,1.5075,1.250625,1.306875,1.21875,1.276875,2.9375,1.638125,1.249375,4.881875,3.305625,1.269375,2.440625,1.515,1.260625,1.259375,1.6525,1.078125,1.37,1.135625,2.234375,0.965,2.33625,4.703125,1.299375,1.831875,4.550625,1.328125,1.475625,2.270625,1.306875,1.501875,1.250625,1.310625,1.230625,1.28125,2.93625,1.6375,1.24875,4.88875,3.313125,1.27125,2.44375,1.51875,1.256875,1.256875,1.654375,1.084375,1.366875,1.133125,2.26125,0.965,2.34625,4.70375,1.301875,1.850625,4.558125,1.330625,1.478125,2.27375,1.311875,1.50625,1.234375,1.310625,1.230625,1.281875,3.23625,2.000625,1.24,4.95125,3.883125,1.269375,2.7175,1.581875,1.2575,1.26,1.656875,1.095,1.37125,1.204375,2.598125,0.965625,2.85125,4.905,1.310625,2.095625,4.8175,1.328125,1.47625,2.709375,1.30125,1.493125,1.25
0,74.00933749,2.119375,1.599375,1.27125,4.43375,4.05625,1.251875,3.525,2.59875,1.2975,1.336875,1.49,1.271875,1.258125,1.655625,1.085,1.36375,1.079375,1.600625,0.955625,1.719375,4.035625,1.298125,2.774375,4.72875,1.33,2.10375,3.938125,1.296875,1.475,1.25375,2.126875,1.608125,1.2725,4.436875,4.06625,1.240625,3.528125,2.603125,1.295,1.334375,1.486875,1.269375,1.255,1.6525,1.090625,1.364375,1.0825,1.616875,0.953125,1.72875,4.041875,1.2875,2.769375,4.7275,1.328125,2.101875,3.9375,1.288125,1.4775,1.255625,2.133125,1.60875,1.271875,4.443125,4.09125,1.246875,3.55125,2.63125,1.295625,1.335,1.488125,1.27,1.255625,1.65375,1.085,1.36375,1.0875,1.62375,0.959375,1.74625,4.07875,1.300625,2.80875,4.74375,1.315625,2.119375,3.960625,1.273125,1.476875,1.25625,2.329375,1.82375,1.283125,4.49,4.466875,1.284375,3.969375,3.116875,1.2825,1.33625,1.4875,1.27,1.2625,1.661875,1.093125,1.355625,1.096875,1.733125,0.95125,1.98875,4.456875,1.29875,3.34375,4.905625,1.320625,2.485625,4.261875,1.288125,1.47,1.264375
0,76.64497562,1.274375,1.23875,1.285,1.2975,1.5,1.285625,2.72875,5.0575,3.44875,2.355625,4.083125,2.13625,1.254375,1.653125,1.098125,1.365,1.06625,1.450625,0.98,1.984375,1.8075,1.49125,5.29375,4.133125,1.345625,3.72625,3.838125,1.295625,1.485625,1.2575,1.279375,1.24375,1.281875,1.295,1.4975,1.288125,2.7325,5.06125,3.451875,2.351875,4.1,2.12875,1.25125,1.656875,1.095625,1.369375,1.0625,1.46375,0.97875,1.99875,1.82375,1.5025,5.308125,4.134375,1.346875,3.743125,3.85,1.288125,1.485,1.25125,1.2725,1.241875,1.28,1.30125,1.5025,1.2875,2.729375,5.05875,3.456875,2.35875,4.0925,2.13375,1.25125,1.654375,1.093125,1.35375,1.060625,1.461875,0.97875,2.006875,1.825,1.49125,5.301875,4.135625,1.333125,3.750625,3.849375,1.28,1.484375,1.255625,1.2825,1.254375,1.2875,1.3075,1.714375,1.38875,3.185,5.213125,3.81875,2.84875,4.425625,2.4525,1.25375,1.65875,1.10375,1.368125,1.06875,1.485625,1.004375,2.49125,2.498125,1.645,5.636875,4.435625,1.36375,4.18375,4.1925,1.286875,1.4775,1.255625
0,76.57910585,1.28625,1.24125,1.273125,1.30625,1.491875,1.264375,3.01375,5.075625,3.013125,2.88125,4.384375,2.166875,1.256875,1.655,1.093125,1.354375,1.076875,1.480625,1.09625,2.68,3.055,1.66875,4.919375,4.57375,1.355625,4.01125,2.93375,1.2975,1.5075,1.28875,1.290625,1.240625,1.286875,1.306875,1.503125,1.27125,3.020625,5.08375,3.018125,2.88,4.38375,2.165625,1.255625,1.654375,1.091875,1.36625,1.091875,1.47375,1.105625,2.685,3.075625,1.68625,4.9325,4.560625,1.349375,4.038125,2.946875,1.3,1.50875,1.29125,1.284375,1.239375,1.285,1.305625,1.486875,1.266875,3.021875,5.085625,3.019375,2.88,4.399375,2.175625,1.2525,1.65625,1.085625,1.36875,1.0775,1.48125,1.095625,2.68875,3.07875,1.698125,4.9375,4.58125,1.356875,4.045,2.95,1.29875,1.508125,1.290625,1.289375,1.239375,1.285,1.314375,1.64875,1.304375,3.33625,5.2125,3.476875,3.225,4.765,2.47875,1.2525,1.658125,1.095625,1.365625,1.106875,1.49125,1.2875,3.311875,3.374375,1.974375,5.32,4.745,1.371875,4.6225,3.50125,1.288125,1.53375,1.3575
0,76.32473844,1.3075,1.23625,1.27375,2.74125,1.821875,1.241875,4.821875,4.408125,1.2725,2.549375,2.133125,1.269375,1.255,1.653125,1.09125,1.64125,1.710625,1.500625,3.761875,4.953125,1.7675,3.46875,4.233125,1.443125,1.315,1.50125,1.3275,1.304375,1.508125,1.256875,1.296875,1.23875,1.284375,2.74375,1.816875,1.250625,4.82625,4.411875,1.266875,2.551875,2.135,1.270625,1.255625,1.65375,1.085625,1.64375,1.713125,1.50125,3.764375,4.964375,1.7625,3.480625,4.2375,1.44625,1.3325,1.5,1.331875,1.295625,1.50375,1.246875,1.31125,1.231875,1.283125,2.7425,1.81625,1.25125,4.834375,4.4225,1.271875,2.550625,2.140625,1.266875,1.254375,1.65625,1.093125,1.64125,1.718125,1.500625,3.77625,4.964375,1.761875,3.480625,4.2375,1.4375,1.314375,1.50125,1.326875,1.3125,1.501875,1.25,1.308125,1.234375,1.279375,2.964375,2.023125,1.24875,4.889375,4.7775,1.2925,2.819375,2.458125,1.2725,1.255,1.6525,1.0875,1.7625,1.944375,1.55625,4.071875,5.189375,2.029375,3.836875,4.675625,1.51875,1.336875,1.520625,1.3225,1.3,1.501875,1.254375
0,72.69687179,1.30875,1.2375,1.273125,1.843125,1.38,1.239375,4.770625,3.97125,1.27375,3.550625,3.475,1.265625,1.25,1.670625,1.08625,1.98625,4.465625,4.51125,1.095,3.59,3.360625,1.323125,1.58625,1.409375,1.32875,1.478125,1.31375,1.32125,1.524375,1.25625,1.304375,1.2325,1.28375,1.83375,1.3775,1.251875,4.78375,3.973125,1.266875,3.55875,3.47625,1.266875,1.25875,1.665625,1.09,1.9875,4.47125,4.50875,1.094375,3.588125,3.36,1.315,1.583125,1.408125,1.328125,1.4775,1.31375,1.31375,1.5325,1.2575,1.3075,1.2275,1.271875,1.948125,1.380625,1.24,4.821875,4.088125,1.284375,3.629375,3.5925,1.28125,1.255,1.668125,1.0925,2.084375,4.57375,4.60125,1.12875,3.833125,3.5825,1.31375,1.59,1.420625,1.329375,1.4775,1.313125,1.31375,1.533125,1.241875,1.306875,1.22625,1.27125,2.305,1.429375,1.243125,4.889375,4.459375,1.30125,3.890625,3.985,1.29875,1.250625,1.665625,1.081875,2.385625,4.776875,4.785,1.22625,4.476875,4.118125,1.321875,1.708125,1.52125,1.3475,1.484375,1.314375,1.315,1.543125,1.266875
0,73.83186052,1.323125,1.245,1.266875,3.6625,3.776875,1.28,4.539375,4.7,1.3125,1.654375,1.765625,1.279375,1.251875,1.648125,1.091875,1.368125,1.076875,1.485625,0.96625,2.178125,3.435,1.309375,3.524375,4.93375,1.33625,1.81125,2.805625,1.286875,1.4925,1.24125,1.32125,1.24375,1.273125,3.663125,3.778125,1.2825,4.538125,4.7025,1.31625,1.645,1.76125,1.274375,1.254375,1.6525,1.09,1.36375,1.09,1.488125,0.9575,2.178125,3.435,1.300625,3.50875,4.921875,1.31375,1.809375,2.81,1.298125,1.491875,1.256875,1.329375,1.244375,1.26625,3.7375,3.873125,1.31125,4.619375,4.79875,1.33875,1.710625,1.823125,1.26625,1.250625,1.654375,1.084375,1.3625,1.08875,1.5,0.96625,2.35875,3.541875,1.305,3.70875,4.978125,1.33,1.89625,3.07625,1.288125,1.48625,1.243125,1.384375,1.25875,1.266875,3.971875,4.18375,1.435625,4.7975,5.043125,1.506875,2.0125,2.084375,1.265,1.256875,1.66125,1.085625,1.35625,1.10375,1.52875,0.9675,2.888125,3.87875,1.31125,4.204375,5.111875,1.328125,2.329375,3.874375,1.293125,1.48375,1.329375
